Key	Latitude	Longitude	Population	TZ
Lititz, PA	40.157320	-76.306900	9369	America/New_York
Saint Francis, WI	42.967520	-87.877580	9365	America/Chicago
Economy, PA	40.600070	-80.224780	9363	America/New_York
North Bath, ME	43.934800	-69.815880	9363	America/New_York
Weyburn, SK	49.666750	-103.851090	9362	America/Regina
Anthony, NM	32.003990	-106.605830	9360	America/Denver
Thompson, CT	41.958710	-71.862570	9358	America/New_York
Valencia West, AZ	32.132380	-111.114140	9355	America/Phoenix
Woodbridge, CT	41.352600	-73.008440	9355	America/New_York
Blackhawk, CA	37.820760	-121.907740	9354	America/Los_Angeles
La Huacana, Michoacan	18.962590	-101.807250	9351	America/Mexico_City
Royse City, TX	32.975120	-96.332480	9349	America/Chicago
Rye Brook, NY	41.019260	-73.683460	9347	America/New_York
Saint Pete Beach, FL	27.725310	-82.741210	9346	America/New_York
Xicotencatl, Tamaulipas	22.995700	-98.943210	9346	America/Monterrey
Kendall Park, NJ	40.420940	-74.560710	9339	America/New_York
'Aiea, HI	21.382220	-157.933610	9338	Pacific/Honolulu
Amherst, NS	45.833450	-64.198740	9336	America/Halifax
Fort Meade, MD	39.108150	-76.743230	9327	America/New_York
Taft, CA	35.142470	-119.456510	9327	America/Los_Angeles
Mooresville, IN	39.612820	-86.374160	9326	America/Indiana/Indianapolis
Stuttgart, AR	34.500370	-91.552630	9326	America/Chicago
Villa Ahumada, Chihuahua	30.616670	-106.516670	9326	America/Chihuahua
Tuxpan, Michoacan	19.566590	-100.462210	9324	America/Mexico_City
Mission, KS	39.027780	-94.655790	9323	America/Chicago
Moundsville, WV	39.920350	-80.743140	9318	America/New_York
Shelby, OH	40.881450	-82.661840	9317	America/New_York
Rockcreek, OR	45.550120	-122.877050	9316	America/Los_Angeles
Havre, MT	48.550000	-109.684090	9310	America/Denver
Charter Oak, CA	34.103060	-117.845890	9310	America/Los_Angeles
Shawano, WI	44.782210	-88.608990	9305	America/Chicago
Woodfield, SC	34.059320	-80.930920	9303	America/New_York
Bala Cynwyd, PA	40.007610	-75.234070	9299	America/New_York
Hebron, CT	41.657880	-72.365920	9298	America/New_York
Jalpan, Queretaro	21.218180	-99.471470	9291	America/Mexico_City
Mount Airy, MD	39.376210	-77.154700	9288	America/New_York
Mundo Nuevo, Veracruz-Llave	18.700000	-95.500000	9288	America/Mexico_City
Roberval, QC	48.516800	-72.232440	9287	America/Montreal
Harleysville, PA	40.279550	-75.387120	9286	America/New_York
Richmond Hill, GA	31.938270	-81.303440	9281	America/New_York
Valley Center, CA	33.218370	-117.034200	9277	America/Los_Angeles
Harahan, LA	29.940480	-90.203130	9277	America/Chicago
Chocaman, Veracruz-Llave	19.012280	-97.031780	9277	America/Mexico_City
Lowell, IN	41.291420	-87.420590	9276	America/Chicago
Frankfort Square, IL	41.518920	-87.803100	9276	America/Chicago
Augusta, KS	37.686680	-96.976700	9274	America/Chicago
Saint-Raymond, QC	45.466980	-73.609480	9273	America/Montreal
Guadalupe Victoria, Puebla	19.289300	-97.342810	9272	America/Mexico_City
Essex Junction, VT	44.490610	-73.110960	9271	America/New_York
Winterville, NC	35.529050	-77.401080	9269	America/New_York
Villa Guerrero, Mexico	18.962520	-99.641190	9267	America/Mexico_City
Rock Falls, IL	41.779750	-89.689000	9266	America/Chicago
Huron East, ON	43.616790	-81.299750	9264	America/Toronto
Gunbarrel, CO	40.063350	-105.171070	9263	America/Denver
Dunn, NC	35.306270	-78.608900	9263	America/New_York
Fort Oglethorpe, GA	34.948960	-85.256900	9263	America/New_York
Bay Saint Louis, MS	30.308810	-89.330050	9260	America/Chicago
Rawlins, WY	41.791070	-107.238660	9259	America/Denver
Chignautla, Puebla	19.820700	-97.387780	9259	America/Mexico_City
Teocelo, Veracruz-Llave	19.385600	-96.973710	9259	America/Mexico_City
Felipe Carrillo Puerto, Michoacan	19.163750	-102.707680	9256	America/Mexico_City
Seven Corners, VA	38.872060	-77.155260	9255	America/New_York
Prineville, OR	44.299850	-120.834470	9253	America/Los_Angeles
Corte Madera, CA	37.925480	-122.527480	9253	America/Los_Angeles
Friendly, MD	38.751780	-76.978590	9250	America/New_York
Luvianos, Mexico	18.916670	-100.400000	9247	America/Mexico_City
Tulalip, WA	48.068430	-122.291810	9246	America/Los_Angeles
Exeter, NH	42.981480	-70.947830	9242	America/New_York
Kapuskasing, ON	49.416940	-82.433080	9240	America/Toronto
Brookdale, NJ	40.833710	-74.182920	9239	America/New_York
Stuarts Draft, VA	38.030140	-79.033640	9235	America/New_York
Oregon, WI	42.926110	-89.384560	9231	America/Chicago
Silverton, OR	45.005120	-122.783150	9222	America/Los_Angeles
Grinnell, IA	41.743050	-92.722410	9218	America/Chicago
Rio Del Mar, CA	36.968280	-121.900230	9216	America/Los_Angeles
Sutton, MA	42.150100	-71.762850	9215	America/New_York
Waimea, HI	20.023060	-155.671670	9212	Pacific/Honolulu
Scotchtown, NY	41.481480	-74.360150	9212	America/New_York
Garden City, SC	33.592950	-79.008650	9209	America/New_York
Manteno, IL	41.250590	-87.831430	9204	America/Chicago
Oakwood, OH	39.725340	-84.174110	9202	America/New_York
Tanquian Escobedo, San Luis Potosi	21.605790	-98.663140	9201	America/Mexico_City
Poulsbo, WA	47.735930	-122.646540	9200	America/Los_Angeles
Reedsburg, WI	43.532480	-90.002630	9200	America/Chicago
Heber, UT	40.506900	-111.413240	9198	America/Denver
Good Hope, CA	33.764740	-117.266980	9192	America/Los_Angeles
Saint-Sauveur, QC	45.886860	-74.179430	9191	America/Montreal
Centerville, MA	41.648720	-70.348080	9190	America/New_York
Holly Springs, GA	34.173990	-84.501320	9189	America/New_York
Beckett Ridge, OH	39.347000	-84.435220	9187	America/New_York
Louisville, OH	40.837280	-81.259550	9186	America/New_York
Grants, NM	35.147260	-107.851450	9182	America/Denver
Jala, Nayarit	21.104750	-104.438340	9179	America/Mazatlan
Clarksville, AR	35.471470	-93.466570	9178	America/Chicago
Saint Dennis, KY	38.188400	-85.845800	9177	America/Kentucky/Louisville
Urbana, MD	39.325940	-77.351370	9175	America/New_York
Santa Catarina Ayotzingo, Mexico	19.209480	-98.929840	9175	America/Mexico_City
Fife, WA	47.239270	-122.357070	9173	America/Los_Angeles
Rifle, CO	39.534700	-107.783120	9172	America/Denver
Thomaston, GA	32.888190	-84.326590	9170	America/New_York
Halacho, Yucatan	20.478360	-90.080650	9165	America/Merida
Madera Acres, CA	37.019110	-120.066830	9163	America/Los_Angeles
Blackstone, MA	42.017880	-71.541170	9163	America/New_York
Georgetown, SC	33.376830	-79.294500	9163	America/New_York
Succasunna, NJ	40.868430	-74.640440	9152	America/New_York
Bladensburg, MD	38.939280	-76.933860	9148	America/New_York
Pearsall, TX	28.892190	-99.095030	9146	America/Chicago
Newark, NY	43.046730	-77.095250	9145	America/New_York
Sturgeon Bay, WI	44.834160	-87.377040	9144	America/Chicago
Laurens, SC	34.499010	-82.014260	9139	America/New_York
Sheffield Lake, OH	41.487540	-82.101540	9137	America/New_York
Ellisville, MO	38.592550	-90.587070	9133	America/Chicago
Plymouth, MI	42.371430	-83.470210	9132	America/Detroit
Santaquin, UT	39.975510	-111.785210	9128	America/Denver
Tetela del Volcan, Morelos	18.866670	-98.716670	9127	America/Mexico_City
Moralillo, Veracruz-Llave	22.225520	-97.912120	9126	America/Mexico_City
Nuevo Progreso, Tamaulipas	23.176580	-97.949960	9125	America/Monterrey
Villa Corzo, Chiapas	16.185360	-93.267200	9123	America/Mexico_City
Buenavista Tomatlan, Michoacan	19.210160	-102.586890	9121	America/Mexico_City
Chanute, KS	37.679210	-95.457200	9119	America/Chicago
Union de Tula, Jalisco	19.957550	-104.269010	9119	America/Mexico_City
Mount Washington, KY	38.050060	-85.545790	9117	America/New_York
Comala, Colima	19.327640	-103.760540	9117	America/Mexico_City
Norcross, GA	33.941210	-84.213530	9116	America/New_York
Olney, IL	38.730880	-88.085320	9115	America/Chicago
Port Townsend, WA	48.117040	-122.760450	9113	America/Los_Angeles
Hartland, WI	43.105010	-88.342040	9110	America/Chicago
Campbellsville, KY	37.343400	-85.341910	9108	America/New_York
Valley Cottage, NY	41.118150	-73.955420	9107	America/New_York
Forest, VA	37.363750	-79.289750	9106	America/New_York
Roxborough Park, CO	39.473880	-105.085260	9099	America/Denver
Snohomish, WA	47.912880	-122.098180	9098	America/Los_Angeles
Trinidad, CO	37.169460	-104.500540	9096	America/Denver
Tomah, WI	43.978580	-90.504020	9093	America/Chicago
Vernal, UT	40.455520	-109.528750	9089	America/Denver
Pulaski, VA	37.047900	-80.779790	9086	America/New_York
El Sauzal, Baja California	31.893290	-116.692560	9085	America/Tijuana
Portola Hills, CA	33.679190	-117.631160	9083	America/Los_Angeles
Winfield, IL	41.861700	-88.160900	9080	America/Chicago
Orange Cove, CA	36.624390	-119.313730	9078	America/Los_Angeles
Bennington, VT	42.878130	-73.196770	9074	America/New_York
Charlotte, MI	42.563650	-84.835820	9074	America/Detroit
Bennettsville, SC	34.617380	-79.684780	9069	America/New_York
Washington Terrace, UT	41.172720	-111.976610	9067	America/Denver
El Tobarito, Sonora	27.369140	-109.889610	9065	America/Hermosillo
Alachua, FL	29.751630	-82.424830	9059	America/New_York
Cuitzeo del Porvenir, Michoacan	19.969440	-101.140700	9057	America/Mexico_City
Hernando, FL	28.899980	-82.374540	9054	America/New_York
Tula, Tamaulipas	22.996450	-99.711720	9054	America/Monterrey
Fitzgerald, GA	31.714910	-83.252650	9053	America/New_York
Barre, VT	44.197010	-72.502050	9052	America/New_York
Mound, MN	44.936630	-93.666070	9052	America/Chicago
Micco, FL	27.880580	-80.500330	9052	America/New_York
Socorro, NM	34.058400	-106.891420	9051	America/Denver
Winston, FL	28.031690	-82.014810	9050	America/New_York
Oakville, CT	41.593430	-73.085390	9047	America/New_York
Lake Lucerne, FL	25.965090	-80.241440	9044	America/New_York
East Haddam, CT	41.453150	-72.461200	9042	America/New_York
Sheffield, AL	34.765090	-87.698640	9039	America/Chicago
Fort Polk South, LA	31.051100	-93.215780	9038	America/Chicago
Evergreen, CO	39.633320	-105.317210	9038	America/Denver
Covington, TN	35.564250	-89.646470	9038	America/Chicago
Bucerias, Nayarit	20.755020	-105.334220	9037	America/Bahia_Banderas
Higuera de Zaragoza, Sinaloa	25.967890	-109.297900	9037	America/Mazatlan
Oakbrook, KY	38.999780	-84.685220	9036	America/New_York
Clinton, OK	35.515610	-98.967310	9033	America/Chicago
Lincoln Village, OH	39.954790	-83.130740	9032	America/New_York
Marlton, MD	38.773730	-76.789970	9031	America/New_York
San Mateo Tlaixpan, Puebla	18.913750	-97.738500	9031	America/Mexico_City
Olmsted Falls, OH	41.375050	-81.908190	9024	America/New_York
San Fernando, Chiapas	16.871980	-93.209400	9024	America/Mexico_City
Edgewater, MD	38.957060	-76.549960	9023	America/New_York
Harrisburg, IL	37.738380	-88.540610	9017	America/Chicago
San Blas, Nayarit	21.543740	-105.284580	9016	America/Mazatlan
Andalusia, AL	31.308500	-86.483290	9015	America/Chicago
San Juan de Abajo, Jalisco	20.814840	-105.191540	9015	America/Mazatlan
Pitman, NJ	39.732890	-75.131570	9011	America/New_York
Maysville, KY	38.641190	-83.744360	9011	America/New_York
Clinton, MO	38.368630	-93.778270	9008	America/Chicago
Lynwood, IL	41.526420	-87.538650	9007	America/Chicago
Holmen, WI	43.963300	-91.256250	9005	America/Chicago
Frostburg, MD	39.658140	-78.928360	9002	America/New_York
Danville, IN	39.760600	-86.526390	9001	America/Indiana/Indianapolis
San Francisco Telixtlahuaca, Oaxaca	17.296840	-96.905290	8999	America/Mexico_City
Oromocto, NB	45.835120	-66.479170	8998	America/Moncton
Sugar Grove, IL	41.761420	-88.443690	8997	America/Chicago
Almoloya del Rio, Mexico	19.159810	-99.487280	8995	America/Mexico_City
Canonsburg, PA	40.262570	-80.187280	8992	America/New_York
Escuintla, Chiapas	15.333330	-92.633330	8989	America/Mexico_City
Beaver Falls, PA	40.752010	-80.319230	8987	America/New_York
Kitimat, BC	54.052440	-128.653420	8987	America/Vancouver
Cuauhtemoc, Colima	19.329360	-103.602860	8986	America/Mexico_City
Swissvale, PA	40.423680	-79.882830	8983	America/New_York
Mechanicsburg, PA	40.214260	-77.008590	8981	America/New_York
Glenshaw, PA	40.532850	-79.967550	8981	America/New_York
Quakertown, PA	40.441770	-75.341570	8979	America/New_York
Berkeley, MO	38.754500	-90.331230	8978	America/Chicago
Filomeno Mata, Veracruz-Llave	20.200510	-97.703530	8973	America/Mexico_City
Glenwood, IL	41.542530	-87.602270	8969	America/Chicago
Budd Lake, NJ	40.871210	-74.734050	8968	America/New_York
Montecito, CA	34.436660	-119.632080	8965	America/Los_Angeles
Dayton, NV	39.237140	-119.592950	8964	America/Los_Angeles
Midland, WA	47.167040	-122.404840	8962	America/Los_Angeles
Stonegate, CO	39.530820	-104.803860	8962	America/Denver
Tiburon, CA	37.873540	-122.456640	8962	America/Los_Angeles
Chatham, NJ	40.740930	-74.383760	8962	America/New_York
Eidson Road, TX	28.677200	-100.487020	8960	America/Chicago
Little River, SC	33.873230	-78.614180	8960	America/New_York
Mazatecochco, Tlaxcala	19.176390	-98.186110	8960	America/Mexico_City
La Queseria, Colima	19.386090	-103.572430	8959	America/Mexico_City
La Malbaie, QC	47.657530	-70.155940	8959	America/Montreal
Fallston, MD	39.514550	-76.411070	8958	America/New_York
Greenwood, AR	35.215650	-94.255770	8952	America/Chicago
Jiquipilas, Chiapas	16.666670	-93.650000	8951	America/Mexico_City
Northwest Harborcreek, PA	42.149440	-79.994630	8949	America/New_York
Toppenish, WA	46.377350	-120.308670	8949	America/Los_Angeles
Norwalk, IA	41.475550	-93.678830	8945	America/Chicago
Stony Plain, AB	53.533430	-114.002050	8939	America/Edmonton
Leonia, NJ	40.861490	-73.988190	8937	America/New_York
De Forest, WI	43.247770	-89.343730	8936	America/Chicago
Pleasanton, TX	28.967190	-98.478630	8934	America/Chicago
The Village, OK	35.560890	-97.551430	8929	America/Chicago
Sweet Home, OR	44.397620	-122.736200	8925	America/Los_Angeles
New Windsor, NY	41.476760	-74.023750	8922	America/New_York
Fairview, OR	45.538450	-122.433980	8920	America/Los_Angeles
Pedro Escobedo, Queretaro	20.499430	-100.142140	8920	America/Mexico_City
Cypress Gardens, FL	27.993910	-81.690080	8917	America/New_York
Delta, CO	38.742210	-108.068960	8915	America/Denver
East Rutherford, NJ	40.833990	-74.097090	8913	America/New_York
Woodbury, NY	40.825650	-73.467620	8907	America/New_York
Graham, TX	33.107060	-98.589500	8903	America/Chicago
Springfield, FL	30.153260	-85.611320	8903	America/Chicago
Middletown, PA	40.199810	-76.731080	8901	America/New_York
Bayport, NY	40.738430	-73.050670	8896	America/New_York
Grantsville, UT	40.599940	-112.464400	8893	America/Denver
Medulla, FL	27.967800	-81.973420	8892	America/New_York
Mont-Tremblant, QC	46.194920	-74.626440	8892	America/Montreal
Carbondale, PA	41.573690	-75.501850	8891	America/New_York
Larkfield-Wikiup, CA	38.513420	-122.750940	8884	America/Los_Angeles
Seybaplaya, Campeche	19.636780	-90.669880	8884	America/Merida
Sitka, AK	57.053060	-135.330000	8881	America/Sitka
Sallisaw, OK	35.460370	-94.787450	8880	America/Chicago
Angel Albino Corzo, Chiapas	15.871980	-92.723790	8880	America/Mexico_City
Oak Hills, CA	34.383130	-117.381360	8879	America/Los_Angeles
Cuencame, Durango	24.870580	-103.699750	8876	America/Monterrey
Riverside, IL	41.835030	-87.822840	8875	America/Chicago
Myrtle Grove, NC	34.134620	-77.881650	8875	America/New_York
Monett, MO	36.928950	-93.927710	8873	America/Chicago
Marina del Rey, CA	33.980290	-118.451740	8866	America/Los_Angeles
Calixtlahuaca, Mexico	19.335380	-99.688350	8865	America/Mexico_City
East Wenatchee Bench, WA	47.425680	-120.281180	8856	America/Los_Angeles
El Coyote, Coahuila	25.695100	-103.284250	8856	America/Monterrey
Tekit, Yucatan	20.535010	-89.332800	8852	America/Merida
Fort Irwin, CA	35.262750	-116.684750	8845	America/Los_Angeles
Waihee-Waiehu, HI	20.924940	-156.507580	8841	Pacific/Honolulu
Lapeer, MI	43.051420	-83.318830	8841	America/Detroit
Lake Wylie, SC	35.108480	-81.042850	8841	America/New_York
Paris, IL	39.611150	-87.696140	8837	America/Chicago
Vicam, Sonora	27.643540	-110.293510	8837	America/Hermosillo
White Meadow Lake, NJ	40.923710	-74.510710	8836	America/New_York
Rincon, GA	32.296030	-81.235390	8836	America/New_York
Avon Park, FL	27.595870	-81.506190	8836	America/New_York
Milford, NH	42.835360	-71.648960	8835	America/New_York
Conning Towers-Nautilus Park, CT	41.385480	-72.068770	8834	America/New_York
Wharton, TX	29.311640	-96.102740	8832	America/Chicago
Port Jervis, NY	41.375090	-74.692660	8828	America/New_York
Milton, FL	30.632410	-87.039690	8826	America/Chicago
Garrison, MD	39.405940	-76.760530	8823	America/New_York
Audubon, NJ	39.890950	-75.072950	8819	America/New_York
Plainedge, NY	40.717320	-73.483740	8817	America/New_York
'Ahuimanu, HI	21.444720	-157.837780	8810	Pacific/Honolulu
Matawan, NJ	40.414830	-74.229590	8810	America/New_York
Saline, MI	42.166710	-83.781610	8810	America/Detroit
Dunn Loring, VA	38.893440	-77.221650	8803	America/New_York
Hondo, TX	29.347460	-99.141420	8803	America/Chicago
Perryton, TX	36.400030	-100.802650	8802	America/Chicago
San Pedro Chochula, Mexico	19.262860	-99.485250	8798	America/Mexico_City
Las Amilpas, Oaxaca	16.366670	-94.616670	8796	America/Mexico_City
San Agustin Tlaxiaca, Hidalgo	20.116040	-98.885620	8788	America/Mexico_City
Villa de Reyes, San Luis Potosi	21.804180	-100.932220	8787	America/Mexico_City
Collingdale, PA	39.911780	-75.277130	8786	America/New_York
Brandon, SD	43.594700	-96.571990	8785	America/Chicago
Pleasant Hill, IA	41.583880	-93.519940	8785	America/Chicago
San Pablo Huixtepec, Oaxaca	16.819480	-96.781280	8785	America/Mexico_City
Pecos, TX	31.422910	-103.493230	8780	America/Chicago
Alamosa, CO	37.469450	-105.870020	8780	America/Denver
Garden City, GA	32.114370	-81.154000	8778	America/New_York
Incline Village, NV	39.251300	-119.972970	8777	America/Los_Angeles
East York, PA	39.973710	-76.686360	8777	America/New_York
Zacapoaxtla, Puebla	19.872710	-97.588990	8771	America/Mexico_City
Orosi, CA	36.544950	-119.287340	8770	America/Los_Angeles
Bradford, PA	41.955900	-78.643920	8770	America/New_York
Querendaro, Michoacan	19.884020	-100.949320	8770	America/Mexico_City
Adolfo Lopez Mateos, Chihuahua	28.466670	-107.300000	8770	America/Chihuahua
Meadowbrook, AL	33.402050	-86.696650	8769	America/Chicago
Rockport, TX	28.020570	-97.054430	8766	America/Chicago
College Place, WA	46.049300	-118.388300	8765	America/Los_Angeles
Covington, LA	30.475470	-90.100910	8765	America/Chicago
Whitecourt, AB	54.150150	-115.685480	8763	America/Edmonton
Andover, MA	42.658430	-71.137000	8762	America/New_York
Lavaltrie, QC	45.883380	-73.282450	8762	America/Montreal
Saint Stephens, NC	35.764580	-81.273140	8759	America/New_York
Park Hills, MO	37.854220	-90.518180	8759	America/Chicago
Rotonda, FL	26.883680	-82.290090	8759	America/New_York
Fuller Heights, FL	27.909190	-81.998140	8758	America/New_York
